time,PV power,Direct-in-plane,Sun Height,Air Temperature,Wind speed
20200409:1711,37.72,61.06,18.48,16.51,2.69
20200409:1811,21.22,39.51,9.49,15.57,2.34
20200409:1911,0,0,0,14.05,2.21
20200409:2011,0,0,0,12.75,2.28
20200409:2111,0,0,0,11.75,2.14
20200409:2211,0,0,0,10.94,1.93
20200409:2311,0,0,0,10.27,1.79
20200410:0011,0,0,0,9.67,1.66
20200410:0111,0,0,0,9.23,1.52
20200410:0211,0,0,0,8.88,1.38
20200410:0311,0,0,0,8.49,1.31
20200410:0411,0,0,0,8.11,1.24
20200410:0511,0,0,0,7.87,1.31
20200410:0611,0,4.97,2.96,7.81,1.38
20200410:0711,29.04,48.49,11.98,8.53,1.17
20200410:0811,150.75,192.19,20.92,10.75,1.03
20200410:0911,211.81,263.32,29.31,12.15,1.1
20200410:1011,286.73,352.77,36.6,13.29,1.31
20200410:1111,400.32,492.86,42.06,14.49,1.45
20200410:1211,369.22,458.04,44.86,15.73,1.38
20200410:1311,376.08,468.53,44.45,16.63,1.38
20200410:1411,450.7,563.13,40.92,17.19,1.45
20200410:1511,296.52,371.06,34.94,17.47,1.59
20200410:1611,115.1,155.12,27.31,17.31,1.45
20200410:1711,41.86,66.45,18.73,16.86,1.03
20200410:1811,23.83,43.27,9.74,15.96,0.9
20200410:1911,0,0,0,14.6,1.24
20200410:2011,0,0,0,13.59,1.31
20200410:2111,0,0,0,12.4,1.45
20200410:2211,0,0,0,11.44,1.31
20200410:2311,0,0,0,10.86,0.97
20200411:0011,0,0,0,10.78,0.83
20200411:0111,0,0,0,9.69,1.17
20200411:0211,0,0,0,9.32,1.24
20200411:0311,0,0,0,9.09,1.24
20200411:0411,0,0,0,8.32,1.45
20200411:0511,0,0,0,8.07,1.59
20200411:0611,4.21,14.66,3.3,8.37,1.59
20200411:0711,84.61,119.43,12.32,9.44,1.17
20200411:0811,225.29,278.16,21.26,10.8,1.66
20200411:0911,481.48,582.51,29.66,11.85,1.93
20200411:1011,200.44,250.14,36.97,12.99,2.76
20200411:1111,421.05,511.01,42.43,13.78,2.9
20200411:1211,815.77,1034.46,45.23,14.32,2.62
20200411:1311,784.51,996.97,44.81,14.88,2.34
20200411:1411,715.35,901.38,41.25,15.46,2.28
20200411:1511,585.98,726.88,35.23,15.92,2.34
20200411:1611,395.8,490.96,27.58,16.01,2.48
20200411:1711,191.47,262.12,18.99,15.5,2.69
20200411:1811,32.35,63.97,9.99,14.34,2.55
20200411:1911,0,0,0,12.97,2.28
20200411:2011,0,0,0,11.2,2.21
20200411:2111,0,0,0,9.93,2.07
20200411:2211,0,0,0,9.1,1.86
20200411:2311,0,0,0,8.71,1.86
20200412:0011,0,0,0,8.41,1.93
20200412:0111,0,0,0,8.34,1.86
20200412:0211,0,0,0,8.32,1.79
20200412:0311,0,0,0,8.42,1.79
20200412:0411,0,0,0,8.65,1.86
20200412:0511,0,0,0,8.73,1.93
20200412:0611,6.37,18.21,3.63,8.61,1.66
20200412:0711,4.91,15.27,12.65,8.13,1.93
20200412:0811,12.72,26.94,21.59,7.73,2.14
20200412:0911,31.43,51.18,30.01,7.21,2.34
20200412:1011,65.6,91.59,37.33,6.68,2.69
20200412:1111,153.88,191.27,42.8,6.7,3.45
20200412:1211,167.43,206.53,45.6,6.89,3.66
20200412:1311,130.4,165.23,45.16,7.26,3.79
20200412:1411,40.98,62.86,41.57,7.64,4.28
20200412:1511,123.86,158.04,35.52,7.78,4.62
20200412:1611,154.83,192.65,27.84,7.82,5.03
20200412:1711,139.37,180.36,19.24,7.85,5.1
20200412:1811,16.65,32.33,10.24,7.93,4.9
20200412:1911,0,0,0,8.31,4.83
20200412:2011,0,0,0,7.97,4.76
20200412:2111,0,0,0,7.97,4.83
20200412:2211,0,0,0,7.81,4.9
20200412:2311,0,0,0,7.73,4.76
20200413:0011,0,0,0,7.6,4.55
20200413:0111,0,0,0,7.27,4.69
20200413:0211,0,0,0,7.02,4.97
20200413:0311,0,0,0,6.78,4.9
20200413:0411,0,0,0,6.47,4.83
20200413:0511,0,0,0,6.19,4.9
20200413:0611,6.02,17.22,3.96,5.93,4.97
20200413:0711,68.01,95.76,12.98,6.29,4.14
20200413:0811,220.47,265.05,21.92,6.86,5.03
20200413:0911,473.83,549.97,30.35,7.62,5.17
20200413:1011,708.19,834.36,37.68,8.42,5.03
20200413:1111,840.27,1010.68,43.17,9.31,4.83
20200413:1211,868.17,1057.51,45.97,10.06,4.41
20200413:1311,828.13,1011.83,45.51,10.64,3.93
20200413:1411,752.37,915.44,41.89,11.04,3.52
20200413:1511,614.44,739.24,35.81,11.18,3.24
20200413:1611,434.05,523.86,28.11,11.03,3.17
20200413:1711,205.92,275.73,19.49,10.51,3.1
20200413:1811,32.53,65.29,10.48,9.7,2.83
20200413:1911,0,0.83,1.51,8.32,2.55
20200413:2011,0,0,0,6.93,2.41
20200413:2111,0,0,0,5.82,2.28
20200413:2211,0,0,0,4.9,2.14
20200413:2311,0,0,0,4.16,1.93
20200414:0011,0,0,0,3.58,1.66
20200414:0111,0,0,0,3.06,1.45
20200414:0211,0,0,0,2.3,1.31
20200414:0311,0,0,0,1.7,1.24
20200414:0411,0,0,0,1.37,1.24
20200414:0511,0,0,0,1.11,1.24
20200414:0611,10.43,24.84,4.29,0.73,1.45
20200414:0711,148.44,196.11,13.31,1.93,1.24
20200414:0811,398.29,474.24,22.25,4.63,1.03
20200414:0911,602.9,720.27,30.69,6.71,1.72
20200414:1011,713.35,868.56,38.04,8.26,2
20200414:1111,777.43,965.32,43.54,9.4,1.93
20200414:1211,814.98,1027.98,46.34,10.39,1.79
20200414:1311,812.56,1031.45,45.86,11.25,1.66
20200414:1411,736.84,926.82,42.21,11.93,1.52
20200414:1511,605.9,749.88,36.1,12.36,1.38
20200414:1611,423.3,522.61,28.37,12.51,1.24
20200414:1711,201.79,273.55,19.74,12.34,1.24
20200414:1811,36.27,68.87,10.73,11.76,1.45
20200414:1911,0,1.66,1.77,10.6,1.66
20200414:2011,0,0,0,8.87,1.79
20200414:2111,0,0,0,7.43,1.72
20200414:2211,0,0,0,6.23,1.66
20200414:2311,0,0,0,5.27,1.59
20200415:0011,0,0,0,4.39,1.52
20200415:0111,0,0,0,3.66,1.45
20200415:0211,0,0,0,3.03,1.45
20200415:0311,0,0,0,2.35,1.31
20200415:0411,0,0,0,1.96,1.03
20200415:0511,0,0,0,2.33,0.83
20200415:0611,10.71,27.32,4.61,1.88,1.03
20200415:0711,165,218.44,13.63,2.1,0.76
20200415:0811,399.43,478.04,22.58,4.83,0.62
20200415:0911,597.09,723.42,31.03,7.57,1.03
20200415:1011,735.94,914.87,38.39,9.42,1.38
20200415:1111,817.96,1039.06,43.9,10.98,1.59
20200415:1211,843.1,1080.14,46.7,12.24,1.79
20200415:1311,811.54,1032.81,46.21,13.26,2.07
20200415:1411,669.38,833.86,42.52,14.02,2.21
20200415:1511,483.77,592.23,36.38,14.48,2.34
20200415:1611,428.7,529.18,28.63,14.57,2.41
20200415:1711,207.57,284.17,19.99,14.32,2.28
20200415:1811,30.76,65.66,10.97,13.61,1.66
20200415:1911,0,4.15,2.02,12.48,1.59
20200415:2011,0,0,0,10.75,1.66
20200415:2111,0,0,0,9.25,1.79
20200415:2211,0,0,0,7.83,2.07
20200415:2311,0,0,0,6.68,2.07
20200416:0011,0,0,0,5.91,2.14
20200416:0111,0,0,0,5.31,2.21
20200416:0211,0,0,0,4.87,2.21
20200416:0311,0,0,0,4.48,2.28
20200416:0411,0,0,0,4.19,2.34
20200416:0511,0,0,0,4.01,2.41
20200416:0611,11.6,29.3,4.94,3.94,2.48
20200416:0711,148.22,196.63,13.95,4.75,2.34
20200416:0811,351.8,416.71,22.91,6.62,2.97
20200416:0911,573.88,680.87,31.36,8.36,2.83
20200416:1011,741.1,904.17,38.73,10.11,2.76
20200416:1111,822.25,1026.99,44.26,11.9,2.76
20200416:1211,851.3,1074.64,47.06,13.41,2.97
20200416:1311,815.81,1027.4,46.55,14.49,3.1
20200416:1411,721.5,898.59,42.84,15.22,3.1
20200416:1511,520.02,637.25,36.66,15.6,3.03
20200416:1611,408.17,504.14,28.89,15.75,3.03
20200416:1711,186.96,252.69,20.23,15.47,3.03
20200416:1811,39.86,72.93,11.22,14.62,2.55
20200416:1911,0.36,6.63,2.26,13.26,2.69
20200416:2011,0,0,0,11.71,2.62
20200416:2111,0,0,0,10.49,2.48
20200416:2211,0,0,0,9.6,2.28
20200416:2311,0,0,0,8.97,2.14
20200417:0011,0,0,0,8.58,2.07
20200417:0111,0,0,0,8.22,2
20200417:0211,0,0,0,7.87,2
20200417:0311,0,0,0,7.5,1.86
20200417:0411,0,0,0,6.95,1.86
20200417:0511,0,0,0,6.45,1.86
20200417:0611,11.27,31.01,5.25,6.26,1.93
20200417:0711,175.6,237.6,14.27,7.32,1.45
20200417:0811,377.72,457.51,23.23,9.92,1.79
20200417:0911,462,556.08,31.69,12.04,2.55
20200417:1011,438.72,531.08,39.08,13.72,3.03
20200417:1111,352.67,430.04,44.61,14.84,3.52
20200417:1211,342.09,418.66,47.42,15.69,4
20200417:1311,147.6,191.27,46.89,15.59,3.79
20200417:1411,174.67,222.58,43.15,15.58,4.07
20200417:1511,77.54,108.65,36.94,14.72,4.41
20200417:1611,51.58,77.22,29.15,13.37,3.93
20200417:1711,32.1,52.98,20.48,12.18,3.66
20200417:1811,15.05,30.53,11.46,11.22,3.72
20200417:1911,0,1.66,2.51,10.9,3.17
20200417:2011,0,0,0,10.45,3.03
20200417:2111,0,0,0,10.11,3.03
20200417:2211,0,0,0,9.83,2.9
20200417:2311,0,0,0,9.56,2.97
20200418:0011,0,0,0,9.59,3.1
20200418:0111,0,0,0,9.45,3.24
20200418:0211,0,0,0,9.25,3.31
20200418:0311,0,0,0,8.85,3.31
20200418:0411,0,0,0,8.45,3.24
20200418:0511,0,0,0,7.99,3.17
20200418:0611,0,5.39,5.57,7.59,3.03
20200418:0711,14.6,29.63,14.58,8.53,2.34
20200418:0811,64.14,90.69,23.54,8.85,2.69
20200418:0911,42.11,64.65,32.01,9.11,2.55
20200418:1011,45.81,69.14,39.41,9.28,2.76
20200418:1111,91.93,123.02,44.96,9.52,3.45
20200418:1211,101.2,133.8,47.77,9.82,3.52
20200418:1311,132.43,169.72,47.23,10.22,3.45
20200418:1411,132.88,170.61,43.45,10.75,3.45
20200418:1511,129.28,167.02,37.22,11.49,3.45
20200418:1611,56.53,82.61,29.4,11.54,3.17
20200418:1711,28.68,48.49,20.72,11.17,2.41
20200418:1811,9.41,22.45,11.7,10.89,2.14
20200418:1911,0,3.32,2.76,10.16,2.14
20200418:2011,0,0,0,9.83,2.07
20200418:2111,0,0,0,9.54,2.07
20200418:2211,0,0,0,8.85,2
20200418:2311,0,0,0,8.27,2.14
20200419:0011,0,0,0,7.89,2.14
20200419:0111,0,0,0,7.31,2.07
20200419:0211,0,0,0,7.15,1.93
20200419:0311,0,0,0,6.74,1.93
20200419:0411,0,0,0,6.53,2.07
20200419:0511,0,0,0,6.55,2.14
20200419:0611,8.41,20.65,5.88,6.77,2.21
20200419:0711,51.04,75.21,14.89,7.72,2.69
20200419:0811,92.38,123.23,23.85,9,3.66
20200419:0911,73.9,102.37,32.34,9.88,3.59
20200419:1011,73.64,102.37,39.75,10.63,3.72
20200419:1111,212.13,261.61,45.31,11.54,3.79
20200419:1211,270.46,329.64,48.12,12.15,3.59
20200419:1311,269.28,329.43,47.56,13.25,4
20200419:1411,145.11,186.78,43.76,13.76,4.07
20200419:1511,228.19,282.72,37.5,14.14,3.93
20200419:1611,151.54,194.49,29.66,13.92,3.52
20200419:1711,63.41,91.59,20.96,13.75,3.24
20200419:1811,17.48,34.12,11.94,13.27,2.62
20200419:1911,0,2.49,3,12.13,2.21
20200419:2011,0,0,0,10.89,2.14
20200419:2111,0,0,0,10.15,2.14
20200419:2211,0,0,0,9.26,2.14
20200419:2311,0,0,0,8.49,2.07
20200420:0011,0,0,0,7.96,2
20200420:0111,0,0,0,7.67,2.07
20200420:0211,0,0,0,7.65,2.14
20200420:0311,0,0,0,7.63,2.34
20200420:0411,0,0,0,7.47,2.41
20200420:0511,0,0,0,7.23,2.55
20200420:0611,18.87,37.39,6.19,7,2.62
20200420:0711,113.76,151.61,15.19,6.93,2.28
20200420:0811,415.95,495.12,24.16,7.93,2.97
20200420:0911,548.35,650.98,32.65,9.1,3.03
20200420:1011,752.02,917.37,40.08,10.49,3.03
20200420:1111,803.16,992.77,45.66,11.76,3.24
20200420:1211,841.28,1050.58,48.47,12.87,3.38
20200420:1311,804.24,1002.22,47.89,13.72,3.45
20200420:1411,739.29,912.98,44.06,14.29,3.59
20200420:1511,607.23,738.36,37.77,14.46,3.86
20200420:1611,433.05,528.23,29.91,14.25,4.07
20200420:1711,210.87,285.86,21.2,13.69,4.07
20200420:1811,34.3,70.4,12.17,12.87,3.45
20200420:1911,4.11,14.09,3.25,11.8,3.31
20200420:2011,0,0,0,10.4,3.1
20200420:2111,0,0,0,9.4,3.1
20200420:2211,0,0,0,8.67,3.1
20200420:2311,0,0,0,8.11,2.97
20200421:0011,0,0,0,7.63,2.9
20200421:0111,0,0,0,7.08,2.69
20200421:0211,0,0,0,6.44,2.69
20200421:0311,0,0,0,5.86,2.83
20200421:0411,0,0,0,5.35,2.9
20200421:0511,0,0,0,4.96,2.9
20200421:0611,22.62,43.59,6.49,4.98,2.9
20200421:0711,161.23,211.37,15.5,5.52,2.55
20200421:0811,406.08,480.51,24.47,7.34,3.45
20200421:0911,551.37,650.88,32.97,9.23,3.86
20200421:1011,669.5,804.38,40.41,11,3.93
20200421:1111,306.89,371.53,46,12.33,3.86
20200421:1211,657.47,803.71,48.81,13.41,3.66
20200421:1311,607.2,743.91,48.22,14.28,3.38
20200421:1411,521.58,637.07,44.36,14.67,3.1
20200421:1511,162.11,207.81,38.04,14.83,2.9
20200421:1611,214.57,269.21,30.16,14.8,2.83
20200421:1711,66.84,96.08,21.44,14.67,2.83
20200421:1811,27.55,47.59,12.41,14.09,2.41
20200421:1911,5.05,15.75,3.49,12.99,2.41
20200421:2011,0,0,0,11.86,2.34
20200421:2111,0,0,0,10.85,2.21
20200421:2211,0,0,0,10.16,2.14
20200421:2311,0,0,0,9.6,2.28
20200422:0011,0,0,0,9.25,2.28
20200422:0111,0,0,0,8.7,2.28
20200422:0211,0,0,0,8.38,2.21
20200422:0311,0,0,0,7.84,2.14
20200422:0411,0,0,0,7.34,2.14
20200422:0511,0,0,0,6.9,2.14
20200422:0611,16.81,32.95,6.79,6.64,2.14
20200422:0711,66.12,92.79,15.79,6.82,2.28
20200422:0811,244.31,294.67,24.77,7.93,2.9
20200422:0911,396.72,470.6,33.28,9.39,2.97
20200422:1011,713.55,869.72,40.74,11.08,2.97
20200422:1111,797.08,992.37,46.34,12.59,2.97
20200422:1211,774.44,970.65,49.16,13.92,2.9
20200422:1311,521.58,639.55,48.54,14.7,2.83
20200422:1411,576.61,711.39,44.66,15.32,2.76
20200422:1511,348.49,427.99,38.31,15.59,2.76
20200422:1611,260.66,325,30.4,15.67,2.76
20200422:1711,198.06,268.45,21.68,15.16,2.69
20200422:1811,53.67,85.67,12.64,14.48,2.48
20200422:1911,5.53,16.58,3.73,13.53,2.48
20200422:2011,0,0,0,12.21,2.28
20200422:2111,0,0,0,11.16,1.93
20200422:2211,0,0,0,10.4,1.59
20200422:2311,0,0,0,9.72,1.52
20200423:0011,0,0,0,9.25,1.45
20200423:0111,0,0,0,8.7,1.45
20200423:0211,0,0,0,8.41,1.45
20200423:0311,0,0,0,8.16,1.45
20200423:0411,0,0,0,7.82,1.45
20200423:0511,0,0,0,7.52,1.31
20200423:0611,23.72,43.7,7.09,7.3,1.24
20200423:0711,156.29,207.18,16.09,8.02,1.03
20200423:0811,312.48,379.33,25.07,9.48,1.24
20200423:0911,443.59,537.91,33.59,11.44,1.45
20200423:1011,440.02,537.81,41.06,13.03,1.59
20200423:1111,596.67,747.06,46.67,14.33,1.45
20200423:1211,616.24,782.39,49.49,15.6,1.24
20200423:1311,712.5,930.14,48.87,16.44,0.9
20200423:1411,618.62,800.53,44.95,16.98,0.55
20200423:1511,461.44,586.57,38.57,17.38,0.34
20200423:1611,386.96,493,30.65,17.5,0.48
20200423:1711,125.21,169.85,21.91,17.32,0.83
20200423:1811,4.64,15.27,12.88,16.84,1.17
20200423:1911,0,2.49,3.97,15.99,1.31
20200423:2011,0,0,0,14.73,1.79
20200423:2111,0,0,0,13.4,1.93
20200423:2211,0,0,0,12.24,1.86
20200423:2311,0,0,0,11.13,1.59
20200424:0011,0,0,0,10.13,1.24
20200424:0111,0,0,0,9.14,1.1
20200424:0211,0,0,0,8.44,1.03
20200424:0311,0,0,0,8.18,1.1
20200424:0411,0,0,0,7.99,1.1
20200424:0511,0,0,0,7.92,1.03
20200424:0611,21.46,39.54,7.38,8.02,0.9
20200424:0711,136.17,181.44,16.38,8.76,0.48
20200424:0811,313.04,384.7,25.36,10.53,0.34
20200424:0911,369.12,453.22,33.89,12.29,0.48
20200424:1011,406.49,503.77,41.37,14.15,0.69
20200424:1111,666.56,860.09,47,15.47,0.76
20200424:1211,413.17,518.58,49.83,16.26,0.76
20200424:1311,332.49,417.32,49.19,16.59,0.83
20200424:1411,412.99,518.24,45.24,16.81,0.9
20200424:1511,371.27,465.36,38.83,17.16,0.97
20200424:1611,108.76,147.48,30.89,16.97,1.17
20200424:1711,129.68,174.75,22.14,16.8,1.38
20200424:1811,29.24,50.29,13.11,16.57,1.24
20200424:1911,0,4.97,4.2,16.15,0.83
20200424:2011,0,0,0,14.53,0.97
20200424:2111,0,0,0,13.31,1.17
20200424:2211,0,0,0,12.55,1.45
20200424:2311,0,0,0,11.56,1.66
20200425:0011,0,0,0,10.73,1.66
20200425:0111,0,0,0,9.89,1.45
20200425:0211,0,0,0,9.11,1.31
20200425:0311,0,0,0,8.78,1.17
20200425:0411,0,0,0,8.52,1.1
20200425:0511,0,0,0,8.53,1.03
20200425:0611,28.07,52.31,7.67,8.69,0.97
20200425:0711,165.12,220.92,16.66,10.04,0.9
20200425:0811,395.73,486.96,25.65,11.81,0.97
20200425:0911,572.45,711.69,34.19,13.46,1.1
20200425:1011,667.72,846.96,41.68,15.01,1.31
20200425:1111,593.87,749.87,47.33,16.46,1.59
20200425:1211,517.84,650.93,50.16,17.37,1.72
20200425:1311,666.51,855.34,49.5,17.91,1.72
20200425:1411,403.39,504.89,45.53,18.44,1.93
20200425:1511,400.34,499.83,39.1,18.16,1.93
20200425:1611,256.83,324.81,31.13,17.54,1.72
20200425:1711,58.63,87.1,22.37,16.66,1.24
20200425:1811,35.56,58.47,13.34,16.11,0.69
20200425:1911,2.64,11.61,4.44,15.99,0.9
20200425:2011,0,0,0,14.51,1.1
20200425:2111,0,0,0,13.18,1.24
20200425:2211,0,0,0,12.15,1.24
20200425:2311,0,0,0,10.94,1.24
20200426:0011,0,0,0,9.77,1.24
20200426:0111,0,0,0,9.2,1.24
20200426:0211,0,0,0,8.72,1.17
20200426:0311,0,0,0,8.29,1.1
20200426:0411,0,0,0,8.21,0.97
20200426:0511,0,0,0,7.81,1.03
20200426:0611,7.16,18.86,7.95,8.15,0.83
20200426:0711,50.22,74.53,16.94,9.15,0.83
20200426:0811,142.17,181.51,25.93,9.79,0.97
20200426:0911,114.91,150.86,34.48,10.84,1.03
20200426:1011,65.4,93.39,41.99,11.59,1.1
20200426:1111,68.97,97.88,47.65,12.32,1.31
20200426:1211,77.95,108.65,50.48,12.82,1.59
20200426:1311,73.57,103.27,49.81,12.53,2.21
20200426:1411,82.85,114.04,45.82,12.37,2.55
20200426:1511,59.33,86.2,39.35,12.13,2.55
20200426:1611,60.9,88,31.37,11.93,2.55
20200426:1711,51.23,76.33,22.6,11.57,2.48
20200426:1811,17,33.22,13.56,11.23,2.28
20200426:1911,1.49,9.12,4.67,9.52,2.14
20200426:2011,0,0,0,9.45,1.86
20200426:2111,0,0,0,9.33,1.66
20200426:2211,0,0,0,9.1,1.72
20200426:2311,0,0,0,8.73,1.86
20200427:0011,0,0,0,8.34,1.93
20200427:0111,0,0,0,7.75,2
20200427:0211,0,0,0,7.35,2
20200427:0311,0,0,0,6.89,1.93
20200427:0411,0,0,0,6.77,1.86
20200427:0511,0,0,0,6.46,1.79
20200427:0611,26.65,46.12,8.23,6.41,1.59
20200427:0711,153.65,199.78,17.22,6.68,2
20200427:0811,400.37,476.42,26.21,7.37,2.41
20200427:0911,599.64,720.29,34.77,8.33,1.93
20200427:1011,620.67,754.25,42.29,9.32,1.79
20200427:1111,664.96,821.95,47.97,10,1.45
20200427:1211,689.2,865.46,50.8,10.82,1.1
20200427:1311,747.32,956.46,50.12,11.34,0.83
20200427:1411,623.5,785.95,46.1,11.63,0.48
20200427:1511,505.96,627.03,39.61,11.85,0.48
20200427:1611,358.46,442.89,31.61,11.71,0.55
20200427:1711,201.32,268.71,22.83,11.67,0.55
20200427:1811,32.91,72.88,13.79,11.6,0.55
20200427:1911,9.89,23.21,4.91,11.21,0.9
20200427:2011,0,0,0,10.23,1.31
20200427:2111,0,0,0,8.69,1.31
20200427:2211,0,0,0,7.9,1.1
20200427:2311,0,0,0,7.41,1.1
20200428:0011,0,0,0,6.78,1.17
20200428:0111,0,0,0,6.1,1.24
20200428:0211,0,0,0,5.48,1.31
20200428:0311,0,0,0,5.23,1.17
20200428:0411,0,0,0,5.46,0.9
20200428:0511,0,0,0,6.06,0.55
20200428:0611,27.74,62.15,8.51,5.79,0.41
20200428:0711,197.55,260.71,17.49,6.76,0.48
20200428:0811,422.51,515.32,26.49,8.87,0.62
20200428:0911,583.4,717.42,35.05,10.32,0.9
20200428:1011,662.54,831.08,42.59,11.38,0.9
20200428:1111,356.95,437.94,48.28,12.4,1.03
20200428:1211,183.84,233.13,51.12,12.83,0.69
20200428:1311,288.02,357.66,50.43,12.94,0.48
20200428:1411,132.51,173.31,46.38,13.13,0.41
20200428:1511,250.39,312.55,39.86,13.26,0.41
20200428:1611,142.53,185.07,31.84,13.33,0.62
20200428:1711,55.82,82.61,23.05,13.44,0.9
20200428:1811,12.34,26.94,14.01,13.16,1.38
20200428:1911,1.07,8.29,5.14,11.92,1.79
20200428:2011,0,0,0,10.78,1.86
20200428:2111,0,0,0,10.05,1.86
20200428:2211,0,0,0,9.43,1.93
20200428:2311,0,0,0,8.54,2
20200429:0011,0,0,0,7.74,2.21
20200429:0111,0,0,0,7.26,2.55
20200429:0211,0,0,0,7.02,2.9
20200429:0311,0,0,0,7.06,3.38
20200429:0411,0,0,0,7.33,3.93
20200429:0511,0,0,0,7.54,4.41
20200429:0611,17.35,33.22,8.78,7.62,5.31
20200429:0711,27.09,45.8,17.76,7.59,4.9
20200429:0811,27.07,45.8,26.76,7.74,4.62
20200429:0911,73.91,101.47,35.33,7.64,3.52
20200429:1011,338.66,398.86,42.89,7.14,3.66
20200429:1111,386.62,453.99,48.59,7.3,4
20200429:1211,552.92,653.52,51.44,9.1,4.41
20200429:1311,695.58,837.45,50.73,10.52,4.07
20200429:1411,629.21,758.51,46.65,11.24,3.52
20200429:1511,271.53,331.18,40.11,11.81,2.69
20200429:1611,89.06,121.23,32.07,12.07,2.14
20200429:1711,51.41,76.33,23.27,10.86,2.48
20200429:1811,5.98,17.06,14.24,9.2,2.34
20200429:1911,0.4,6.63,5.37,7.09,2.69
20200429:2011,0,0,0,6.46,2.48
20200429:2111,0,0,0,6.23,2.28
20200429:2211,0,0,0,6.12,2.48
20200429:2311,0,0,0,5.94,2.83
20200430:0011,0,0,0,5.76,3.31
20200430:0111,0,0,0,5.51,3.45
20200430:0211,0,0,0,5.33,3.24
20200430:0311,0,0,0,5.31,2.97
20200430:0411,0,0,0,5.36,2.83
20200430:0511,0,0,0,5.33,2.76
20200430:0611,13.53,27.84,9.04,5.41,2.76
20200430:0711,30.88,50.29,18.02,6.13,2.55
20200430:0811,148.89,185.83,27.02,6.85,3.03
20200430:0911,444.91,522.25,35.6,7.84,3.52
20200430:1011,568.85,672.61,43.17,8.95,3.93
20200430:1111,302.72,362.29,48.89,9.92,4.48
20200430:1211,291.34,350.45,51.75,10.71,4.76
20200430:1311,418.47,498.01,51.03,11.07,4.76
20200430:1411,364.8,435.31,46.92,11.17,4.76
20200430:1511,359.41,429.2,40.36,11.36,4.62
20200430:1611,115.63,151.02,32.3,11.32,4.48
20200430:1711,191.47,247.69,23.5,10.71,4.34
20200430:1811,65.48,95.11,14.46,10.05,4.07
20200430:1911,12.31,26.53,5.59,9.45,3.38
20200430:2011,0,0,0,8.64,2.76
20200430:2111,0,0,0,8.09,2.48
20200430:2211,0,0,0,7.53,2.34
20200430:2311,0,0,0,6.99,2.28
20200501:0011,0,0,0,6.68,2.28
20200501:0111,0,0,0,6.07,2.28
20200501:0211,0,0,0,5.72,2.28
20200501:0311,0,0,0,5.55,2.28
20200501:0411,0,0,0,5.2,2.28
20200501:0511,0,0,0,4.94,2.21
20200501:0611,38.94,67.97,9.3,5.11,2.21
20200501:0711,206.99,268.82,18.28,6.32,2.41
20200501:0811,430.17,509.39,27.28,7.63,3.38
20200501:0911,445.45,525.29,35.87,8.67,3.45
20200501:1011,210.09,257.26,43.46,9.58,3.52
20200501:1111,614.44,737.76,49.19,10.45,3.59
20200501:1211,668.2,807.73,52.05,11.09,3.79
20200501:1311,679.32,821.62,51.32,11.35,3.93
20200501:1411,506.59,605.58,47.19,11.63,4.14
20200501:1511,176.36,219.23,40.6,10.32,4.69
20200501:1611,398.69,475.75,32.53,10.3,4.9
20200501:1711,183,234.45,23.71,10.15,4.69
20200501:1811,19.86,36.82,14.68,9.61,4.41
20200501:1911,14.13,29.02,5.82,8.95,3.93
20200501:2011,0,0,0,8.28,3.45
20200501:2111,0,0,0,7.78,3.03
20200501:2211,0,0,0,7.56,2.97
20200501:2311,0,0,0,7.1,2.83
20200502:0011,0,0,0,6.9,2.83
20200502:0111,0,0,0,6.58,2.76
20200502:0211,0,0,0,6.19,2.69
20200502:0311,0,0,0,5.96,2.55
20200502:0411,0,0,0,5.75,2.34
20200502:0511,0,0,0,5.34,2.07
20200502:0611,38.31,71.57,9.56,5.38,1.66
20200502:0711,214.05,280.23,18.53,6.73,1.38
20200502:0811,422.44,505.2,27.54,8.21,2.28
20200502:0911,552.32,664.66,36.14,9.23,1.86
20200502:1011,501.56,606.48,43.74,10.08,1.66
20200502:1111,590.8,725.94,49.49,10.85,1.52
20200502:1211,509.65,631.49,52.36,11.69,0.69
20200502:1311,540.27,678.74,51.61,12.24,0.28
20200502:1411,459.91,572.48,47.46,12.82,0.34
20200502:1511,539.01,673,40.84,13.19,0.69
20200502:1611,207.8,261.95,32.75,13.37,0.76
20200502:1711,152.18,199.78,23.93,13.29,0.69
20200502:1811,69.33,102.46,14.89,13,0.76
20200502:1911,0.71,7.46,6.04,12.08,1.31
20200502:2011,0,0,0,10.89,1.66
20200502:2111,0,0,0,9.58,1.93
20200502:2211,0,0,0,8.92,2
20200502:2311,0,0,0,8.41,1.79
20200503:0011,0,0,0,8.02,1.66
20200503:0111,0,0,0,7.68,1.66
20200503:0211,0,0,0,7.39,1.59
20200503:0311,0,0,0,7.34,1.52
20200503:0411,0,0,0,7.32,1.52
20200503:0511,0,0,0,7.27,1.52
20200503:0611,40.86,66.6,9.81,7.37,1.52
20200503:0711,123.03,161.23,18.78,7.86,0.97
20200503:0811,262.23,319.42,27.79,9.58,1.52
20200503:0911,490.67,592.85,36.4,10.8,1.79
20200503:1011,660.42,817.43,44.01,11.94,1.79
20200503:1111,683.92,855.64,49.78,13.05,1.86
20200503:1211,755.36,964.28,52.65,13.86,1.66
20200503:1311,547.32,682.69,51.9,14.28,1.38
